Date,Sale Order Number,Invoice number,Channel entry,Channel Ledger,Product Name,Product SKU Code,Qty,Unit Price,Currency,conversion rate,Total,Customer Name,Shipping Address Name,Shipping Address Line 1,Shipping Address Line 2,Shipping Address City,Shipping Address State,Shipping Address Country,Shipping Address Pincode,Shipping Address Phone,Shipping Provider,AWB num, Sales ,Sales Ledger,CGST,CGST Rate,SGST,SGST Rate,IGST,IGST Rate,UTGST,UTGST Rate,CESS,CESS Rate,Other charges,Other charges Ledger,Other charges1,Other charges Ledger1,Service tax,ST Ledger,Discount Ledger,Discount Amount,IMEI,Godown,Dispatch Date/Cancellation Date,Narration,Entity,Voucher Type Name ,TIN NO,Original Invoice Date ,Original Sale No,Channel Invoice Created,Channel State,Customer GSTIN,Channel_Party GSTIN,Billing Party Code,Tax Verification,GST Registration Type,TCS Amount,Adjustment In Selling Price,Adjustment In Discount,Other charges Ledger2,Other charges2,Store Credit,Prepaid Amount,Tax On Other Charges,Tax On Other Charges1,Tax On Other Charges2,IRN,Acknowledgement Number,HSN Code,Payment Method,Billing Address Line 1,Billing Address Line 2,ISBN,Bundle SKU Code Number
26/12/23,2CNOO2OT,INVOICE-7,327.6,CocoBlu_Retail,Product 11,Product_Code_11,4,110,INR,1, 440 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 373 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 67 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,2CNOO2OT,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,6a22abb2018c6634d3e7af90ff951081f802d42f47a6ad0368a8edb76ec61e08,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1224.16,CocoBlu_Retail,Product 12,Product_Code_12,1,120,INR,1, 120 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 102 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 18 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,39376.6,CocoBlu_Retail,Product 13,Product_Code_13,47,130,INR,1," 6,110 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 5,178 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 932 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1188.32,CocoBlu_Retail,Product 14,Product_Code_14,1,140,INR,1, 140 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 119 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 21 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,4501.55,CocoBlu_Retail,Product 15,Product_Code_15,5,150,INR,1, 750 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 636 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 114 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1280.16,CocoBlu_Retail,Product 16,Product_Code_16,1,160,INR,1, 160 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 136 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 24 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,24942.4,CocoBlu_Retail,Product 17,Product_Code_17,131,170,INR,1," 22,270 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 18,873 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 3,397 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1608.32,CocoBlu_Retail,Product 18,Product_Code_18,2,180,INR,1, 360 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 305 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 55 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,3566.08,CocoBlu_Retail,Product 19,Product_Code_19,4,190,INR,1, 760 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 644 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 116 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,32166.8,CocoBlu_Retail,Product 20,Product_Code_20,20,200,INR,1," 4,000 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 3,390 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 610 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,957.6,CocoBlu_Retail,Product 21,Product_Code_21,1,210,INR,1, 210 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 178 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 32 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1920,CocoBlu_Retail,Product 22,Product_Code_22,6,220,INR,1," 1,320 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 1,119 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 201 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,1233.92,CocoBlu_Retail,Product 23,Product_Code_23,4,230,INR,1, 920 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 780 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 140 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,422I6QEV,INVOICE-5,58968,CocoBlu_Retail,Product 24,Product_Code_24,130,240,INR,1," 31,200 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 26,441 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 4,759 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,422I6QEV,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,decf3261efe417455a17b20aee203369c934005248c137b4ba761cc5fba1f159,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,3147.87,CocoBlu_Retail,Product 25,Product_Code_25,3,250,INR,1, 750 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 636 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 114 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,86626.4,CocoBlu_Retail,Product 26,Product_Code_26,499,260,INR,1," 129,740 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 109,949 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 19,791 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,47043.06,CocoBlu_Retail,Product 27,Product_Code_27,97,270,INR,1," 26,190 ",CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,," 22,195 ",Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%," 3,995 ",IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
26/12/23,744ZAYCR,INVOICE-3,306.88,CocoBlu_Retail,Product 28,Product_Code_28,1,280,INR,1, 280 ,CocoBlu Retail Pvt Ltd,CocoBlu Retail Pvt Ltd,ESR Sohna Logistics Park,Tandoori Village Gurugram,GURGAON,Haryana,IN,122122,9999999999,,, 237 ,Interstate GST18.0%,0,CGST0.0%,0,SGST0.0%, 43 ,IGST18.0%,0,UTGST0.0%,0,Cess Rate0.0%,0,Shipping Charges,0,COD Charges,,,,0,,Home Location,,,NEW_INVOICE,Sales,,26/12/23,744ZAYCR,,,06AAABC3054H1ZC,07BBFCV5501R1ZR,ABC-001,1,Regular,0,0,0,GIFT Wrap Charges,0,0,0,0,0,0,444eccf85ff7ddf74e69fca053a5dd4b0324afbe281dc070cadc7fae4cdc047a,1.72E+14,85129000,COD,ESR Sohna Logistics Park,Tandoori Village Gurugram,BlingBrands-23,
